headline,abstract,pub date,original,person rank,keywords,lead paragraph,news desk,section name,type of material
Sandy Alderson Is Returning to the Oakland Athletics,"Alderson, who left his post as the Mets’ general manager last summer because of a cancer recurrence, will go back to the first franchise he ran.",2019-01-30T05:24:52+0000,By James Wagner,2,"['Baseball', 'Appointments and Executive Changes', 'New York Mets', 'Oakland Athletics', 'ALDERSON, SANDY']","Sandy Alderson, who left his post as the Mets’ general manager last summer because of a cancer recurrence, will return to his baseball roots now that his health has improved.",Sports,Sports,News
What’s on TV Wednesday: ‘Rogue One: A Star Wars Story’ and ‘Incredibles 2’,A “Star Wars” spinoff is on TNT. And Brad Bird’s superhero family sequel hits Netflix.,2019-01-30T06:00:04+0000,By Gabe Cohn,1,"['Television', 'Movies']",A “Star Wars” spinoff is on TNT. And Brad Bird’s superhero family sequel hits Netflix.,Culture,Arts,Schedule
"Pound Notes, Canned Soup and Common Goals","As the needs of Britain’s poor have soared under government austerity programs, soccer clubs and their fans have emerged as an unlikely (and vital) resource for local food banks.",2019-01-30T06:00:05+0000,By Rory Smith,1,"['Food Banks and Pantries', 'Soccer', 'English Premier League', 'Newcastle United (Soccer Team)', 'Newcastle-on-Tyne (England)', 'Great Britain', 'Poverty', 'Philanthropy', 'Volunteers and Community Service']","NEWCASTLE-UPON-TYNE, England — Bill Corcoran is in his usual spot, in the shadow of St. James’ Park, opposite Shearer’s bar, rattling his bucket, when a pack of a dozen Manchester United fans marches past.",Sports,Sports,News
"Learning With: ‘In 5G Race With China, U.S. Pushes Allies to Fight Huawei’",The Trump administration contends that the world is engaged in a new “arms race.” What does it mean by that?,2019-01-30T06:01:00+0000,By Natalie Proulx,1,[],Before reading the article: ,Learning,The Learning Network,News
Chris Christie Says Jared Kushner’s Father Committed a ‘Loathsome’ Crime,"The former New Jersey governor, who prosecuted Charles Kushner more than a decade ago, issued his sharply personal attack during a TV interview on Tuesday.",2019-01-30T06:03:25+0000,By Daniel Victor,1,"['Christie, Christopher J', 'Kushner, Charles', 'Kushner, Jared']","Chris Christie, the former New Jersey governor who clashed with Jared Kushner during his brief stint running President Trump’s transition team, issued a sharply personal attack on Mr. Kushner’s father on Tuesday, saying he had committed a “loathsome” and “disgusting” crime.",Express,U.S.,News
‘It’s Entirely Up to Me’: Indigenous Australians Find Empowerment in Start-Ups,"Indigenous entrepreneurs say that the field is an alluring, empowering avenue to take their destiny in into their own hands.",2019-01-30T06:12:20+0000,By Isabella Kwai,2,"['Entrepreneurship', 'Indigenous Australians', 'Start-ups', 'Australia']","MELBOURNE, Australia — It was a disempowering experience at a large corporate organization that prompted Morgan Coleman to become an entrepreneur.",Foreign,World,News
A Closer Look at the Polar Vortex’s Dangerously Cold Winds,Chicago will be as cold as the Arctic on Wednesday. We’ll show you why.,2019-01-30T06:32:52+0000,"By Yuliya Parshina-Kottas, Karthik Patanjali, Jeremy White, Benjamin Wilhelm and Evan Grothjan",1,['Weather'],Chicago will be as cold as the Arctic on Wednesday. We’ll show you why.,Science,Science,Interactive Feature
Cold Weather Tips From Chicagoans Who Really Know What They’re Talking About,Ditch the denim. Wear rubber gloves. Never stop moving.,2019-01-30T07:00:06+0000,By Julie Bosman and Monica Davey,2,"['Weather', 'Snow and Snowstorms', 'Chicago (Ill)', 'Midwestern States (US)']","Bone-chilling cold is descending on the Midwest. The last time Chicago faced temperatures this low was more than 30 years ago. The Centers for Disease Control and Prevention has offered tips for getting yourself, your home and your car ready for winter weather. We asked people in Chicago who work in extreme cold for their practical tips for survival. Here’s what they said. ",National,U.S.,News
Do You Listen to Podcasts?,Do you have some favorites? When do you tend to listen?,2019-01-30T07:02:00+0000,By Katherine Schulten,1,[],How familiar are you with the growing world of podcasting? Do you have some favorites? What do you like about them? When and how do you tend to listen?,Learning,The Learning Network,News
Word + Quiz: savant,This word has appeared in 59 articles on NYTimes.com in the past year.,2019-01-30T07:14:00+0000,By The Learning Network,1,[],Note: Our Sixth Annual 15-Second Vocabulary Video Challenge is underway. It will run until Feb. 18.,Learning,The Learning Network,News
On Politics: Intelligence Chiefs Rebut Trump on Iran and North Korea,A new assessment concluded that North Korea was unlikely to give up its nuclear stockpiles and that Iran was not undertaking the activities needed to make a nuclear bomb.,2019-01-30T07:57:26+0000,,1,['United States Politics and Government'],Good Wednesday morning. Here are some of the stories making news in Washington and politics today.,Politics,U.S.,News
Reaching Through the Wall,What story could this image tell? Use your imagination to write the opening of a short story or poem inspired by this illustration.,2019-01-30T08:03:00+0000,By Natalie Proulx,1,[],Note for Teachers: Join our Feb. 6 free webinar on teaching with New York Times-inspired writing prompts. Sign up here.,Learning,The Learning Network,News
You Know the Lorena Bobbitt Story. But Not All of It.,"In the 1990s, she was the topic of tabloid headlines and comedy skits. Now, as a documentary series takes on the story, she opens up about how that one night changed her life.",2019-01-30T09:00:09+0000,By Amy Chozick,1,"['Television', 'Bobbitt, Lorena', 'Bobbitt, John Wayne', 'Peele, Jordan', 'Domestic Violence', 'Lorena (TV Program)', 'Rofe, Joshua (Filmmaker)', 'Documentary Films and Programs']","MANASSAS, Va. — Lorena is very matter-of-fact about the whole thing. There, she said as she drove us around in her Kia on a recent afternoon, was the hospital where surgeons reattached John Wayne Bobbitt’s penis after she cut it off with a kitchen knife as he slept on the night of June 23, 1993.",Arts&Leisure,Arts,News
Maduro Sounds Conciliatory but Warns: U.S. Intervention Would Be Worse Than Vietnam,The Venezuelan leader said he was ready for talks with the opposition. He also said a U.S. invasion would give America a Vietnam nightmare.,2019-01-30T09:23:26+0000,By Ana Vanessa Herrero and Austin Ramzy,2,"['Embargoes and Sanctions', 'Bild (Newspaper)', 'European Union', 'Roman Catholic Church', 'Guaido, Juan', 'Maduro, Nicolas', 'Venezuela']","CARACAS, Venezuela — President Nicolás Maduro of Venezuela warned Americans in a video posted on Wednesday that intervening in his country “would lead to a Vietnam worse than they can imagine.”",Foreign,World,News
Lessons From Behind the Curtain,"Listening to the experience of my roommate in the cancer ward was like a kind of sonar, an echo bouncing back to me from my own future path, hinting at what’s to come.",2019-01-30T10:00:01+0000,"By Adam Philip Stern, M.D",1,"['Kidney Cancer', 'Lung Cancer', 'Surgery and Surgeons', 'Kidneys', 'Lungs']","The radiology tech waved me into his cozy dark room filled with bright screens. It’s usually off-limits to patients, but maybe he knew I was a local doctor and faculty member at Harvard Medical School, which can occasionally get me a backstage pass. With a smirk, he told me I should eat something, pointing at the air in my stomach on the X-rays he had taken moments earlier.",Well,Well,News
Awake on the Table,Could a medical procedure you don’t even remember give you a stress disorder?,2019-01-30T10:00:01+0000,By Kate Johnson,2,"['Memory', 'Sedatives', 'AMNESIA', 'Anesthesia and Anesthetics', 'Anxiety and Stress', 'Psychology and Psychologists', 'Post-Traumatic Stress Disorder', 'Surgery and Surgeons', 'Mental Health and Disorders']","The doctor ordered a “push” on my sedative, and I succumbed to the sweet blackness.",Well,Well,News
What Soybean Politics Tell Us About Argentina and China,A new superpower’s influence is growing in Latin America.,2019-01-30T10:00:01+0000,By Brook Larmer,1,"['International Trade and World Market', 'Soybeans', 'Soy Sauce', 'Economic Conditions and Trends', 'United States International Relations', 'Kirchner, Cristina Fernandez de', 'Macri, Mauricio', 'Xi Jinping', 'ARGENTINA', 'Latin America', 'United States', 'China']","It should have been easy, traveling through Argentina, to find a bottle of soy sauce. My sons, born and raised in Asia, have a habit of seasoning their food with a few drops of it, and Argentina happens to be one of the world’s leading producers of soybeans. Flying over the country’s heartland — the fertile expanse known as the pampa húmeda — we could see endless fields of the legume. Over the past three decades, soybeans have gone from being a tiny part of Argentina’s agriculture-dependent economy to occupying nearly 50 percent of its cultivated land. Yet in every restaurant we visited, my sons’ requests for soy sauce were met with a quizzical look and a shrug: No hay. (“There is none.”)",Magazine,Magazine,News
Can Low-Impact Sports Like Cycling Be Putting Your Bones at Risk?,Research has raised concerns that activities like cycling and swimming may put too little pressure on bones.,2019-01-30T10:00:02+0000,By Gretchen Reynolds,1,"['Bones', 'Exercise', 'Cycling, Road', 'Bicycles and Bicycling', 'Skeletons', 'Running', 'Calcium', 'Swimming', 'Osteoporosis', 'Athletics and Sports']",Could competitive cyclists be putting their bone health at risk?,Well,Well,News
Could Howard Schultz Help Re-elect the President?,A centrist is seeking to appeal to a group of voters that is smaller than he may realize.,2019-01-30T10:00:03+0000,By Nate Cohn,1,"['Presidential Election of 2020', 'Schultz, Howard D', 'Third-Party Politics (US)', 'Polls and Public Opinion', 'United States Politics and Government', 'Democratic Party']","At this point in the 1992 election cycle, George H.W. Bush’s approval rating was over 80 percent. A little more than a year later, he trailed the independent candidate Ross Perot in national polls. ",Upshot,The Upshot,News
"Trade Talks With China Open in Washington, as Obstacles Abound",The window for negotiations ahead of a March 2 deadline is narrowing.,2019-01-30T10:00:05+0000,By Alan Rappeport,1,"['China', 'United States International Relations', 'International Trade and World Market', 'Customs (Tariff)', 'United States Economy', 'United States Politics and Government', 'Trump, Donald J']","Top officials from the United States and China began two days of face-to-face trade talks on Wednesday, trying to break an impasse that has left the world’s two largest economies in a damaging trade war.",Washington,Business Day,News
How to Make a Store-Bought Camembert Into Something Delightful and Rare,How to make a store-bought Camembert into something delightful and rare.,2019-01-30T10:00:05+0000,By Tejal Rao,1,"['Cheese', 'France', 'Cooking and Cookbooks']","If you love a good stinky cheese, you’ll appreciate that a statue was built to commemorate the patron saint of stinky cheeses, Marie Harel, and that a Google Doodle was later doodled in her honor. Harel was a cheese maker in a village in Normandy, in northern France, and near the end of the 18th century, when she was about 30, she is said to have made some of the earliest versions of what we now recognize as Camembert. That story has many versions, but all of them end the same way: Harel’s legacy is an incalculably long line of cheeses with peach-fuzz soft rinds and creamy centers, wrapped and transported in tiny wooden crates. ",Magazine,Magazine,News
"In 13 Years of Education Reporting, So Much Has Changed","Covering recent teachers’ strikes, including the latest showdown, in Los Angeles, has brought into relief a shift in the conversation.",2019-01-30T10:00:06+0000,By Dana Goldstein,1,"['Education (K-12)', 'Teachers and School Employees', 'Organized Labor', 'Strikes']","Times Insider explains who we are and what we do, and delivers behind-the-scenes insights into how our journalism comes together.",Insider,Reader Center,News
How to Save on Your Next Apple Purchase,"If recent increases are any indication, chances are your next iDevice will cost even more. We analyzed how prices have shot up and offer ways to buy for less.",2019-01-30T10:00:06+0000,By Brian X. Chen,1,"['Computers and the Internet', 'Tablet Computers', 'iPad', 'Software', 'Prices (Fares, Fees and Rates)', 'Smartphones', 'Privacy', 'iPhone', 'Apple Inc', 'Cook, Timothy D']",Gadgets like Apple’s iPhone have become so powerful and durable that you can wait many years before buying a new one. The bad news is that your next upgrade will probably cost a lot more.,Business,Technology,briefing
A Novel About the Fate of a Piano — and the Dreams It Embodies,"In “The Weight of a Piano,” Chris Cander follows the members of a family from Russia to California and traces the way music shadows their memories.",2019-01-30T10:00:08+0000,By James Barron,2,"['Books and Literature', 'The Weight of a Piano (Book)', 'Cander, Chris (Author)']",THE WEIGHT OF A PIANO By Chris Cander,BookReview,Books,Review
There’s No Federal Ban on Animal Cruelty. Lawmakers Want to Change That.,"A bipartisan pair of legislators is trying to close a loophole: Federal charges can be brought for documenting animal abuse, but not for the act of cruelty itself.",2019-01-30T10:00:09+0000,By Niraj Chokshi,1,"['Animal Abuse, Rights and Welfare', 'Law and Legislation', 'Humane Society of the United States', 'United States Politics and Government']",Very few issues can bring together lawmakers of both parties. Animal cruelty is one of them.,Express,U.S.,News
A Merciless Cold Lingers in the Midwest,"A deep, brutal cold set in across the Midwest on Wednesday, sending temperatures plummeting to stunning depths. With the wind chill, it felt like minus 53 in Minneapolis.",2019-01-30T10:00:10+0000,By Julie Bosman and Monica Davey,1,"['Weather', 'Midwestern States (US)', 'Snow and Snowstorms', 'Chicago (Ill)', 'FROSTBITE', 'Temperature']","For the latest developments, read our Thursday live briefing on the polar vortex here.",National,U.S.,News
Is There Room in 2020 for a Centrist Democrat? Maybe One or Two,"A group of moderate Democrats, led by Joseph R. Biden and Michael Bloomberg, are thinking of challenging Trump. If too many centrists run, they could box each other out.",2019-01-30T10:00:12+0000,By Alexander Burns,1,"['Presidential Election of 2020', 'Democratic Party', 'Primaries and Caucuses', 'Biden, Joseph R Jr', 'Bloomberg, Michael R', 'Schultz, Howard D', 'Third-Party Politics (US)', 'United States Politics and Government']","Howard Schultz, the former Starbucks chief executive contemplating an independent run for president, stated it as a plain matter of fact: For someone with his views — a distinctly white-collar blend of conservative fiscal instincts and liberal social values — there is no suitable political party.",Politics,U.S.,News
"El Chapo’s Wife, Emma Coronel Aispuro: ‘I Admire Him’",The 29-year-old who married Mexico’s most notorious drug lord as a teenager discusses their courtship and the weeks of testimony depicting her husband as a cruel killer.,2019-01-30T10:00:12+0000,By Emily Palmer,1,"['Drug Abuse and Traffic', 'Drug Cartels', 'Marriages', 'Dating and Relationships', 'Sinaloa Cartel', 'Coronel Aispuro, Emma', 'Guzman Loera, Joaquin', 'Mexico', 'New York City']",[What you need to know to start the day: Get New York Today in your inbox.],Metro,New York,News
"‘I’m Going to Die Here,’ She Told the Guards. They Didn’t Listen.","The nation’s jails can be dangerous, or even deadly, for sick inmates like Lamekia Dockery. Often, no one is held accountable.",2019-01-30T10:00:13+0000,By Sarah Maslin Nir,1,"['Prisons and Prisoners', 'Prison Guards and Corrections Officers', 'Dockery, Lamekia', 'Elkhart Community Corrections (Goshen, Ind)', 'Women and Girls', 'Drug Abuse and Traffic', 'Discrimination', 'Blacks', 'Black People', 'Emergency Medical Treatment']","GOSHEN, Ind. — “Offender Dockery stated to me around 0800 at the front counter that she was having stomach pains for 2 days and wanted to go to the hospital,” read the first entry in a corrections officer’s log.",National,U.S.,News
